x,y,z
0.558041607295526,-0.8,0.7
0.6,-0.739058026128574,0.7
0.6,0.8,0.664496744634676
0.558041607295526,0.8,0.7
0.6,0.739058026128573,0.7
0.7,-0.7,0.616809601745772
0.616809601745772,-0.7,0.7
0.7,-0.6,0.644119300369183
0.644119300369183,-0.6,0.7
0.7,-0.5,0.660415574626456
0.660415574626456,-0.5,0.7
0.7,-0.4,0.670799547511312
0.670799547511312,-0.4,0.7
0.7,-0.3,0.677549459611393
0.677549459611393,-0.3,0.7
0.7,-0.2,0.681805907172996
0.681805907172996,-0.2,0.7
0.7,-0.1,0.684165962220673
0.684165962220673,-0.1,0.7
0.7,0,0.684923076923077
0.684923076923077,0,0.7
0.7,0.1,0.684165962220673
0.684165962220673,0.1,0.7
0.7,0.2,0.681805907172996
0.681805907172996,0.2,0.7
0.7,0.3,0.677549459611393
0.677549459611393,0.3,0.7
0.7,0.4,0.670799547511312
0.670799547511312,0.4,0.7
0.7,0.5,0.660415574626456
0.660415574626456,0.5,0.7
0.7,0.6,0.644119300369183
0.644119300369183,0.6,0.7
0.7,0.7,0.616809601745772
0.616809601745772,0.7,0.7
-0.6,-0.7,0.714568321513002
-0.6,-0.6,0.738236726986625
-0.6,-0.5,0.752360164676261
-0.6,-0.4,0.761359607843137
-0.6,-0.3,0.767209531663207
-0.6,-0.2,0.770898452883263
-0.6,-0.1,0.772943833924583
-0.6,0,0.7736
-0.6,0.1,0.772943833924583
-0.6,0.2,0.770898452883263
-0.6,0.3,0.767209531663207
-0.6,0.4,0.761359607843137
-0.6,0.5,0.752360164676261
-0.6,0.6,0.738236726986625
-0.6,0.7,0.714568321513002
-0.5,-0.8,0.742563845350052
-0.5,-0.7,0.787901654846336
-0.5,-0.653977854180177,0.8
-0.515777354981761,-0.6,0.8
-0.535036588194902,-0.5,0.8
-0.547308556149733,-0.4,0.8
-0.555285724995282,-0.3,0.8
-0.56031607211354,-0.2,0.8
-0.563105228078976,-0.1,0.8
-0.564,0,0.8
-0.563105228078976,0.1,0.8
-0.56031607211354,0.2,0.8
-0.555285724995282,0.3,0.8
-0.547308556149733,0.4,0.8
-0.535036588194902,0.5,0.8
-0.515777354981761,0.6,0.8
-0.5,0.653977854180177,0.8
-0.5,0.7,0.787901654846336
-0.5,0.8,0.742563845350052
-0.4,-0.803632451638373,0.8
-0.40427307558342,-0.8,0.8
-0.47983609141056,-0.7,0.8
-0.47983609141056,0.7,0.8
-0.40427307558342,0.8,0.8
-0.4,0.803632451638373,0.8
-0.3,-0.9,0.733152871934605
-0.3,-0.855138288690259,0.8
-0.3,0.855138288690258,0.8
-0.3,0.9,0.733152871934605
-0.2,-0.9,0.766486205267938
-0.2,-0.880435976178761,0.8
-0.2,0.9,0.766486205267938
-0.2,0.880435976178761,0.8
-0.1,-0.9,0.786486205267938
-0.1,-0.892682622055578,0.8
-0.1,0.9,0.786486205267938
-0.1,0.892682622055577,0.8
0,-0.9,0.793152871934605
0,-0.896379863544164,0.8
0,0.9,0.793152871934605
0,0.896379863544164,0.8
0.1,-0.9,0.786486205267938
0.1,-0.892682622055578,0.8
0.1,0.9,0.786486205267938
0.1,0.892682622055577,0.8
0.2,-0.9,0.766486205267938
0.2,-0.880435976178761,0.8
0.2,0.9,0.766486205267938
0.2,0.880435976178761,0.8
0.3,-0.9,0.733152871934605
0.3,-0.855138288690259,0.8
0.3,0.9,0.733152871934605
0.3,0.855138288690258,0.8
0.4,-0.803632451638373,0.8
0.4,0.803632451638373,0.8
0.5,-0.8,0.742563845350052
0.40427307558342,-0.8,0.8
0.5,-0.7,0.787901654846336
0.47983609141056,-0.7,0.8
0.5,-0.653977854180177,0.8
0.5,0.7,0.787901654846336
0.47983609141056,0.7,0.8
0.5,0.653977854180177,0.8
0.5,0.8,0.742563845350052
0.40427307558342,0.8,0.8
0.6,-0.7,0.714568321513002
0.6,-0.6,0.738236726986625
0.515777354981761,-0.6,0.8
0.6,-0.5,0.752360164676261
0.535036588194902,-0.5,0.8
0.6,-0.4,0.761359607843137
0.547308556149733,-0.4,0.8
0.6,-0.3,0.767209531663207
0.555285724995282,-0.3,0.8
0.6,-0.2,0.770898452883263
0.56031607211354,-0.2,0.8
0.6,-0.1,0.772943833924583
0.563105228078976,-0.1,0.8
0.6,0,0.7736
0.564,0,0.8
0.6,0.1,0.772943833924583
0.563105228078976,0.1,0.8
0.6,0.2,0.770898452883263
0.56031607211354,0.2,0.8
0.6,0.3,0.767209531663207
0.555285724995282,0.3,0.8
0.6,0.4,0.761359607843137
0.547308556149733,0.4,0.8
0.6,0.5,0.752360164676261
0.535036588194902,0.5,0.8
0.6,0.6,0.738236726986625
0.515777354981761,0.6,0.8
0.6,0.7,0.714568321513002
-0.5,-0.6,0.810208876752904
-0.5,-0.5,0.822670733537878
-0.5,-0.4,0.830611418685121
-0.5,-0.3,0.835773116173418
-0.5,-0.2,0.839028046661702
-0.5,-0.1,0.840832794639338
-0.5,0,0.841411764705882
-0.5,0.1,0.840832794639338
-0.5,0.2,0.839028046661702
-0.5,0.3,0.835773116173418
-0.5,0.4,0.830611418685121
-0.5,0.5,0.822670733537878
-0.5,0.6,0.810208876752904
-0.4,-0.8,0.80226221648534
-0.4,-0.7,0.842266166040885
-0.4,-0.6,0.863150053223492
-0.4,-0.5,0.875611910008466
-0.4,-0.4,0.883552595155709
-0.4,-0.3,0.888714292644006
-0.4,-0.2,0.891969223132291
-0.4,-0.1,0.893773971109926
-0.4,0,0.894352941176471
-0.4,0.1,0.893773971109926
-0.4,0.2,0.891969223132291
-0.4,0.3,0.888714292644006
-0.4,0.4,0.883552595155709
-0.4,0.5,0.875611910008466
-0.4,0.6,0.863150053223492
-0.4,0.7,0.842266166040885
-0.4,0.8,0.80226221648534
-0.3,-0.8,0.843438687073575
-0.3,-0.7,0.88344263662912
-0.3,-0.624269373555908,0.9
-0.310507272114196,-0.6,0.9
-0.340771781449132,-0.5,0.9
-0.360056302521008,-0.4,0.9
-0.372591853564015,-0.3,0.9
-0.380496684749849,-0.2,0.9
-0.384879644124106,-0.1,0.9
-0.386285714285714,0,0.9
-0.384879644124106,0.1,0.9
-0.380496684749849,0.2,0.9
-0.372591853564015,0.3,0.9
-0.360056302521008,0.4,0.9
-0.340771781449132,0.5,0.9
-0.310507272114196,0.6,0.9
-0.3,0.624269373555908,0.9
-0.3,0.7,0.88344263662912
-0.3,0.8,0.843438687073575
-0.2,-0.8,0.872850451779458
-0.2,-0.739058026128573,0.9
-0.243704964539007,-0.7,0.9
-0.243704964539007,0.7,0.9
-0.2,0.739058026128573,0.9
-0.2,0.8,0.872850451779458
-0.1,-0.8,0.890497510602987
-0.1,-0.781290855457227,0.9
-0.1,0.8,0.890497510602987
-0.1,0.781290855457227,0.9
0,-0.8,0.896379863544164
0,-0.793152871934605,0.9
0,0.8,0.896379863544164
0,0.793152871934605,0.9
0.1,-0.8,0.890497510602987
0.1,-0.781290855457227,0.9
0.1,0.8,0.890497510602987
0.1,0.781290855457227,0.9
0.2,-0.8,0.872850451779458
0.2,-0.739058026128573,0.9
0.2,0.8,0.872850451779458
0.2,0.739058026128573,0.9
0.3,-0.8,0.843438687073575
0.3,-0.7,0.88344263662912
0.243704964539007,-0.7,0.9
0.3,-0.624269373555908,0.9
0.3,0.7,0.88344263662912
0.243704964539007,0.7,0.9
0.3,0.624269373555908,0.9
0.3,0.8,0.843438687073575
0.4,-0.8,0.80226221648534
0.4,-0.7,0.842266166040885
0.4,-0.6,0.863150053223492
0.310507272114196,-0.6,0.9
0.4,-0.5,0.875611910008466
0.340771781449132,-0.5,0.9
0.4,-0.4,0.883552595155709
0.360056302521008,-0.4,0.9
0.4,-0.3,0.888714292644006
0.372591853564015,-0.3,0.9
0.4,-0.2,0.891969223132291
0.380496684749849,-0.2,0.9
0.4,-0.1,0.893773971109926
0.384879644124106,-0.1,0.9
0.4,0,0.894352941176471
0.386285714285714,0,0.9
0.4,0.1,0.893773971109926
0.384879644124106,0.1,0.9
0.4,0.2,0.891969223132291
0.380496684749849,0.2,0.9
0.4,0.3,0.888714292644006
0.372591853564015,0.3,0.9
0.4,0.4,0.883552595155709
0.360056302521008,0.4,0.9
0.4,0.5,0.875611910008466
0.340771781449132,0.5,0.9
0.4,0.6,0.863150053223492
0.310507272114196,0.6,0.9
0.4,0.7,0.842266166040885
0.4,0.8,0.80226221648534
0.5,-0.6,0.810208876752904
0.5,-0.5,0.822670733537878
0.5,-0.4,0.830611418685121
0.5,-0.3,0.835773116173418
0.5,-0.2,0.839028046661702
0.5,-0.1,0.840832794639338
0.5,0,0.841411764705882
0.5,0.1,0.840832794639338
0.5,0.2,0.839028046661702
0.5,0.3,0.835773116173418
0.5,0.4,0.830611418685121
0.5,0.5,0.822670733537878
0.5,0.6,0.810208876752904
-0.3,-0.6,0.903871100252599
-0.3,-0.5,0.915021182639154
-0.3,-0.4,0.922126006191951
-0.3,-0.3,0.926744367102532
-0.3,-0.2,0.929656673328892
-0.3,-0.1,0.931271447835197
-0.3,0,0.931789473684211
-0.3,0.1,0.931271447835197
-0.3,0.2,0.929656673328892
-0.3,0.3,0.926744367102532
-0.3,0.4,0.922126006191951
-0.3,0.5,0.915021182639154
-0.3,0.6,0.903871100252599
-0.2,-0.7,0.911501306457633
-0.2,-0.6,0.930186889726283
-0.2,-0.5,0.941336972112838
-0.2,-0.4,0.948441795665635
-0.2,-0.3,0.953060156576216
-0.2,-0.2,0.955972462802576
-0.2,-0.1,0.957587237308881
-0.2,0,0.958105263157895
-0.2,0.1,0.957587237308881
-0.2,0.2,0.955972462802576
-0.2,0.3,0.953060156576216
-0.2,0.4,0.948441795665635
-0.2,0.5,0.941336972112838
-0.2,0.6,0.930186889726283
-0.2,0.7,0.911501306457633
-0.1,-0.7,0.927290780141844
-0.1,-0.6,0.945976363410493
-0.1,-0.5,0.957126445797049
-0.1,-0.4,0.964231269349845
-0.1,-0.3,0.968849630260426
-0.1,-0.2,0.971761936486786
-0.1,-0.1,0.973376710993092
-0.1,0,0.973894736842105
-0.1,0.1,0.973376710993092
-0.1,0.2,0.971761936486786
-0.1,0.3,0.968849630260426
-0.1,0.4,0.964231269349845
-0.1,0.5,0.957126445797049
-0.1,0.6,0.945976363410493
-0.1,0.7,0.927290780141844
0,-0.7,0.932553938036581
0,-0.6,0.95123952130523
0,-0.5,0.962389603691785
0,-0.4,0.969494427244582
0,-0.3,0.974112788155163
0,-0.2,0.977025094381524
0,-0.1,0.978639868887829
0,0,0.979157894736842
0,0.1,0.978639868887829
0,0.2,0.977025094381524
0,0.3,0.974112788155163
0,0.4,0.969494427244582
0,0.5,0.962389603691785
0,0.6,0.95123952130523
0,0.7,0.932553938036581
0.1,-0.7,0.927290780141844
0.1,-0.6,0.945976363410493
0.1,-0.5,0.957126445797049
0.1,-0.4,0.964231269349845
0.1,-0.3,0.968849630260426
0.1,-0.2,0.971761936486786
0.1,-0.1,0.973376710993092
0.1,0,0.973894736842105
0.1,0.1,0.973376710993092
0.1,0.2,0.971761936486786
0.1,0.3,0.968849630260426
0.1,0.4,0.964231269349845
0.1,0.5,0.957126445797049
0.1,0.6,0.945976363410493
0.1,0.7,0.927290780141844
0.2,-0.7,0.911501306457633
0.2,-0.6,0.930186889726283
0.2,-0.5,0.941336972112838
0.2,-0.4,0.948441795665635
0.2,-0.3,0.953060156576216
0.2,-0.2,0.955972462802576
0.2,-0.1,0.957587237308881
0.2,0,0.958105263157895
0.2,0.1,0.957587237308881
0.2,0.2,0.955972462802576
0.2,0.3,0.953060156576216
0.2,0.4,0.948441795665635
0.2,0.5,0.941336972112838
0.2,0.6,0.930186889726283
0.2,0.7,0.911501306457633
0.3,-0.6,0.903871100252599
0.3,-0.5,0.915021182639154
0.3,-0.4,0.922126006191951
0.3,-0.3,0.926744367102532
0.3,-0.2,0.929656673328892
0.3,-0.1,0.931271447835197
0.3,0,0.931789473684211
0.3,0.1,0.931271447835197
0.3,0.2,0.929656673328892
0.3,0.3,0.926744367102532
0.3,0.4,0.922126006191951
0.3,0.5,0.915021182639154
0.3,0.6,0.903871100252599
